-2.2867,-2.4698,-2.415
-2.255,-2.4237,-2.3572
-2.2233,-2.3776,-2.2994
-2.1917,-2.332,-2.2408
-2.1603,-2.2865,-2.1834
-2.1295,-2.2414,-2.1281
-2.0993,-2.1973,-2.0765
-2.0695,-2.1541,-2.03
-2.0397,-2.1117,-1.9885
-2.0099,-2.0695,-1.9503
-1.9799,-2.0279,-1.9134
-1.9506,-1.9872,-1.8758
-1.9226,-1.9479,-1.8376
-1.8965,-1.9097,-1.7997
-1.8718,-1.8717,-1.7623
-1.8484,-1.834,-1.7267
-1.8258,-1.7965,-1.6937
-1.804,-1.7593,-1.6636
-1.7825,-1.7236,-1.6359
-1.7611,-1.6903,-1.6101
-1.7394,-1.6596,-1.5851
-1.7173,-1.6305,-1.56
-1.6948,-1.603,-1.5337
-1.6719,-1.5767,-1.5069
-1.6484,-1.5514,-1.4804
-1.6249,-1.5269,-1.4551
-1.6018,-1.5034,-1.4305
-1.5794,-1.4807,-1.4065
-1.5574,-1.4583,-1.3833
-1.5362,-1.4357,-1.3613
-1.5158,-1.413,-1.3402
-1.4958,-1.3899,-1.32
-1.4761,-1.3666,-1.3005
-1.4565,-1.3434,-1.2811
-1.4371,-1.3206,-1.2615
-1.4176,-1.2981,-1.2418
-1.3982,-1.276,-1.2226
-1.3789,-1.2541,-1.204
-1.3594,-1.2324,-1.1858
-1.3399,-1.2111,-1.1675
-1.3202,-1.1902,-1.1491
-1.3006,-1.1696,-1.1308
-1.281,-1.1495,-1.1131
-1.2614,-1.1299,-1.0957
-1.2422,-1.1112,-1.0793
-1.2235,-1.0932,-1.0636
-1.2053,-1.076,-1.0482
-1.188,-1.0594,-1.0325
-1.1714,-1.0431,-1.016
-1.1555,-1.027,-0.99851
-1.14,-1.0108,-0.97976
-1.1249,-0.99445,-0.95998
-1.1106,-0.97808,-0.93969
-1.097,-0.96191,-0.91961
-1.0842,-0.9459,-0.90003
-1.0719,-0.93003,-0.88109
-1.0599,-0.9144,-0.86273
-1.0482,-0.89905,-0.84509
-1.0367,-0.88404,-0.82805
-1.0252,-0.86942,-0.81194
-1.0135,-0.85537,-0.79667
-1.0015,-0.84174,-0.78207
-0.98927,-0.82826,-0.76786
-0.97643,-0.81484,-0.75376
-0.96287,-0.80131,-0.73962
-0.94833,-0.7876,-0.72523
-0.93292,-0.77371,-0.71079
-0.91705,-0.7596,-0.6965
-0.90096,-0.74531,-0.6826
-0.88491,-0.73089,-0.66946
-0.86903,-0.7163,-0.6572
-0.85344,-0.70149,-0.64593
-0.8382,-0.68652,-0.63594
-0.8234,-0.67145,-0.62711
-0.80912,-0.65646,-0.61906
-0.79548,-0.64169,-0.61143
-0.78258,-0.62729,-0.60376
-0.7704,-0.61334,-0.59558
-0.75887,-0.59981,-0.5867
