-0.74788,-0.58667,-0.57721
-0.73731,-0.5739,-0.56724
-0.72699,-0.56146,-0.55668
-0.71679,-0.54926,-0.54552
-0.7066,-0.5372,-0.53383
-0.6964,-0.52525,-0.52148
-0.68629,-0.51343,-0.50853
-0.67621,-0.50184,-0.49506
-0.66606,-0.49058,-0.48117
-0.65565,-0.47963,-0.467
-0.64462,-0.46894,-0.45266
-0.63297,-0.45851,-0.43844
-0.62083,-0.44827,-0.42454
-0.60842,-0.43819,-0.41099
-0.59594,-0.42819,-0.39774
-0.58353,-0.4182,-0.38464
-0.57118,-0.4082,-0.3716
-0.55898,-0.39816,-0.35859
-0.54694,-0.38806,-0.34573
-0.5351,-0.37789,-0.333
-0.52344,-0.36758,-0.32046
-0.51197,-0.35721,-0.30819
-0.50067,-0.34679,-0.29625
-0.48957,-0.33631,-0.28486
-0.47873,-0.32581,-0.27417
-0.4682,-0.31531,-0.26423
-0.45789,-0.30483,-0.25507
-0.44769,-0.2944,-0.24657
-0.43744,-0.28406,-0.23844
-0.42713,-0.27382,-0.23043
-0.41684,-0.26364,-0.22229
-0.40663,-0.25348,-0.21376
-0.39653,-0.24327,-0.2047
-0.38656,-0.23299,-0.19507
-0.37666,-0.22263,-0.18475
-0.36679,-0.2122,-0.17376
-0.35685,-0.20172,-0.16213
-0.34678,-0.19124,-0.1499
-0.33647,-0.18078,-0.13723
-0.32583,-0.17038,-0.12422
-0.31483,-0.16006,-0.11094
-0.30351,-0.14987,-0.097556
-0.29196,-0.13985,-0.084179
-0.28019,-0.13001,-0.070961
-0.26826,-0.12034,-0.058028
-0.25622,-0.11083,-0.045467
-0.24413,-0.1014,-0.033358
-0.232,-0.091959,-0.02174
-0.21986,-0.082485,-0.010626
-0.20775,-0.072938,-6.7904e-15
-0.19569,-0.063324,0.01022
-0.1837,-0.05364,0.020167
-0.17182,-0.043834,0.029949
-0.16011,-0.0339,0.039644
-0.14866,-0.023818,0.049232
-0.13747,-0.013597,0.058636
-0.12655,-0.0032575,0.067855
-0.11587,0.0071615,0.076847
-0.10551,0.017616,0.085621
-0.09547,0.028092,0.094358
-0.08574,0.038562,0.10311
-0.07621,0.048992,0.11178
-0.06678,0.059412,0.12023
-0.05741,0.069772,0.1284
-0.04811,0.080072,0.13633
-0.03893,0.090322,0.14423
-0.02989,0.1005,0.15225
-0.02096,0.11061,0.16057
-0.01206,0.12065,0.16914
-0.00304,0.1306,0.17796
0.00615,0.14048,0.18715
0.0156,0.15035,0.19674
0.02537,0.16027,0.20678
0.03548,0.17027,0.21723
0.04586,0.18037,0.22798
0.05645,0.19053,0.23901
0.06726,0.20078,0.25028
0.0782,0.21109,0.26165
0.08907,0.22143,0.27296
0.09963,0.23174,0.28404
0.10985,0.24199,0.29472
0.1198,0.25214,0.30496
0.12952,0.26221,0.31469
0.13916,0.2722,0.32387
0.14876,0.28217,0.3325
0.15835,0.29214,0.34071
0.16799,0.30209,0.34877
0.17768,0.31202,0.3568
0.18741,0.32192,0.36467
0.19719,0.33174,0.3722
0.20692,0.34136,0.37924
0.2166,0.35077,0.3858
0.22619,0.35997,0.39189
0.23543,0.36899,0.39755
0.24411,0.37788,0.40308
0.25235,0.38664,0.40877
0.26023,0.39539,0.41477
0.26793,0.40424,0.42111
0.27558,0.41327,0.42791
0.28343,0.42246,0.43521
0.29169,0.43175,0.44311
0.30051,0.44104,0.45165
0.30989,0.45023,0.46066
0.31972,0.45929,0.47009
0.33003,0.46815,0.48002
0.34065,0.47676,0.49035
0.35141,0.48517,0.50108
0.36217,0.49337,0.51214
0.37302,0.50138,0.52331
0.38411,0.5093,0.53435
0.3955,0.51726,0.54496
0.40723,0.52531,0.55499
0.41928,0.53369,0.5642
0.43171,0.54263,0.57237
0.44438,0.55239,0.57962
0.45709,0.56314,0.58626
0.46959,0.57457,0.59244
0.48175,0.58645,0.59837
0.4935,0.59862,0.60401
0.50483,0.61099,0.60925
0.51557,0.62348,0.61398
0.52598,0.63599,0.61818
0.53628,0.64844,0.62208
0.5467,0.66072,0.62615
0.55744,0.67277,0.63066
0.56877,0.68463,0.63579
0.5809,0.69621,0.6418
0.59408,0.70749,0.64891
0.60829,0.71868,0.65697
0.62319,0.72973,0.66595
0.63864,0.74071,0.67592
0.65455,0.75155,0.68685
0.67081,0.76223,0.69896
0.68725,0.77267,0.71217
0.70326,0.78273,0.72604
0.71872,0.79247,0.74034
0.73359,0.8019,0.75497
0.74801,0.81135,0.76972
0.7624,0.82119,0.78455
0.77659,0.83158,0.7994
0.79022,0.84263,0.81394
0.80315,0.85421,0.82829
0.81505,0.86628,0.84268
0.82595,0.87867,0.85706
0.83625,0.89119,0.87147
0.84615,0.90373,0.88613
0.85565,0.91583,0.90108
0.86465,0.92716,0.9161
0.87325,0.93786,0.93101
0.88145,0.94806,0.94559
0.88965,0.95816,0.95976
0.89785,0.96866,0.97329
0.90625,0.97976,0.98605
0.91485,0.99186,0.9981
0.92365,1.0049,1.0093
0.93275,1.0186,1.021
0.94205,1.033,1.034
0.95165,1.048,1.0496
0.96195,1.0633,1.0678
0.97305,1.0793,1.089
0.98525,1.0959,1.1133
0.99895,1.1133,1.1402
1.0146,1.132,1.1699
1.0321,1.1524,1.2021
1.0518,1.1752,1.2363
1.0741,1.2016,1.2722
1.1004,1.2328,1.3096
1.1327,1.2698,1.3495
1.1739,1.3144,1.3936
1.2275,1.3691,1.4442
1.2977,1.4364,1.5047
1.3894,1.5203,1.5773
1.5079,1.6259,1.6655
1.6598,1.7591,1.7732
1.8541,1.9265,1.9054
2.0992,2.1332,2.0661
2.3442,2.3399,2.2268
